gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc07g008280.3	Solyc07g008280.3.1	Solyc07g008280.3.1	101249561	EntrezGene	DEPENDENT	-	-	-
Solyc07g008320.3	Solyc07g008320.3.1	Solyc07g008320.3.1	100736245	EntrezGene	DEPENDENT	-	-	-
Solyc07g008330.3	Solyc07g008330.3.1	Solyc07g008330.3.1	101250131	EntrezGene	DEPENDENT	-	-	-
Solyc07g008350.3	Solyc07g008350.3.1	Solyc07g008350.3.1	101250902	EntrezGene	DEPENDENT	-	-	-
Solyc07g008380.2	Solyc07g008380.2.1	Solyc07g008380.2.1.1	104648251	EntrezGene	DEPENDENT	-	-	-
Solyc07g008420.3	Solyc07g008420.3.1	Solyc07g008420.3.1	101252094	EntrezGene	DEPENDENT	-	-	-
Solyc07g008430.2	Solyc07g008430.2.1	Solyc07g008430.2.1.1	109120649	EntrezGene	DEPENDENT	-	-	-
Solyc07g008440.3	Solyc07g008440.3.1	Solyc07g008440.3.1	101252698	EntrezGene	DEPENDENT	-	-	-
Solyc07g008450.3	Solyc07g008450.3.1	Solyc07g008450.3.1	101253001	EntrezGene	DEPENDENT	-	-	-
Solyc07g008460.3	Solyc07g008460.3.1	Solyc07g008460.3.1	101253298	EntrezGene	DEPENDENT	-	-	-
Solyc07g008470.3	Solyc07g008470.3.1	Solyc07g008470.3.1	101253800	EntrezGene	DEPENDENT	-	-	-
Solyc07g008520.3	Solyc07g008520.3.1	Solyc07g008520.3.1	101254912	EntrezGene	DEPENDENT	-	-	-
Solyc07g008530.1	Solyc07g008530.1.1	Solyc07g008530.1.1.1	101255211	EntrezGene	DEPENDENT	-	-	-
Solyc07g008540.3	Solyc07g008540.3.1	Solyc07g008540.3.1	101255506	EntrezGene	DEPENDENT	-	-	-
Solyc07g008550.3	Solyc07g008550.3.1	Solyc07g008550.3.1	101256101	EntrezGene	DEPENDENT	-	-	-
Solyc07g008560.3	Solyc07g008560.3.1	Solyc07g008560.3.1	101255806	EntrezGene	DEPENDENT	-	-	-
Solyc07g008590.1	Solyc07g008590.1.1	Solyc07g008590.1.1.1	101256687	EntrezGene	DEPENDENT	-	-	-
Solyc07g008600.1	Solyc07g008600.1.1	Solyc07g008600.1.1.1	101256986	EntrezGene	DEPENDENT	-	-	-
Solyc07g008620.1	Solyc07g008620.1.1	Solyc07g008620.1.1.1	543900	EntrezGene	DEPENDENT	-	-	-
Solyc07g008630.1	Solyc07g008630.1.1	Solyc07g008630.1.1.1	101263330	EntrezGene	DEPENDENT	-	-	-
Solyc07g008660.3	Solyc07g008660.3.1	Solyc07g008660.3.1	100191136	EntrezGene	DEPENDENT	-	-	-
Solyc07g008670.3	Solyc07g008670.3.1	Solyc07g008670.3.1	101258383	EntrezGene	DEPENDENT	-	-	-
Solyc07g008700.3	Solyc07g008700.3.1	Solyc07g008700.3.1	101258670	EntrezGene	DEPENDENT	-	-	-
Solyc07g008730.2	Solyc07g008730.2.1	Solyc07g008730.2.1	101259264	EntrezGene	DEPENDENT	-	-	-
Solyc07g008770.3	Solyc07g008770.3.1	Solyc07g008770.3.1	101259857	EntrezGene	DEPENDENT	-	-	-
Solyc07g008780.3	Solyc07g008780.3.1	Solyc07g008780.3.1	101260152	EntrezGene	DEPENDENT	-	-	-
Solyc07g008800.3	Solyc07g008800.3.1	Solyc07g008800.3.1	101260655	EntrezGene	DEPENDENT	-	-	-
Solyc07g008820.3	Solyc07g008820.3.1	Solyc07g008820.3.1	101264836	EntrezGene	DEPENDENT	-	-	-
Solyc07g008840.3	Solyc07g008840.3.1	Solyc07g008840.3.1	101260951	EntrezGene	DEPENDENT	-	-	-
Solyc07g008850.3	Solyc07g008850.3.1	Solyc07g008850.3.1	101261245	EntrezGene	DEPENDENT	-	-	-
Solyc07g008860.3	Solyc07g008860.3.1	Solyc07g008860.3.1	101261533	EntrezGene	DEPENDENT	-	-	-
Solyc07g008880.3	Solyc07g008880.3.1	Solyc07g008880.3.1	101261833	EntrezGene	DEPENDENT	-	-	-
Solyc07g008910.3	Solyc07g008910.3.1	Solyc07g008910.3.1	101262931	EntrezGene	DEPENDENT	-	-	-
Solyc07g008920.3	Solyc07g008920.3.1	Solyc07g008920.3.1	101265450	EntrezGene	DEPENDENT	-	-	-
Solyc07g008940.3	Solyc07g008940.3.1	Solyc07g008940.3.1	101263427	EntrezGene	DEPENDENT	-	-	-
Solyc07g008970.3	Solyc07g008970.3.1	Solyc07g008970.3.1	101264025	EntrezGene	DEPENDENT	-	-	-
Solyc07g009060.3	Solyc07g009060.3.1	Solyc07g009060.3.1	101265838	EntrezGene	DEPENDENT	-	-	-
Solyc07g009140.3	Solyc07g009140.3.1	Solyc07g009140.3.1	101267619	EntrezGene	DEPENDENT	-	-	-
Solyc07g009150.3	Solyc07g009150.3.1	Solyc07g009150.3.1	101267906	EntrezGene	DEPENDENT	-	-	-
Solyc07g009160.3	Solyc07g009160.3.1	Solyc07g009160.3.1	101268196	EntrezGene	DEPENDENT	-	-	-
Solyc07g009170.3	Solyc07g009170.3.1	Solyc07g009170.3.1	101268482	EntrezGene	DEPENDENT	-	-	-
Solyc07g009260.3	Solyc07g009260.3.1	Solyc07g009260.3.1	101244389	EntrezGene	DEPENDENT	-	-	-
Solyc07g009320.3	Solyc07g009320.3.1	Solyc07g009320.3.1	101245773	EntrezGene	DEPENDENT	-	-	-
Solyc07g009380.3	Solyc07g009380.3.1	Solyc07g009380.3.1	543619	EntrezGene	DEPENDENT	-	-	-
Solyc07g009430.1	Solyc07g009430.1.1	Solyc07g009430.1.1.1	104644294	EntrezGene	DEPENDENT	-	-	-
Solyc07g009490.3	Solyc07g009490.3.1	Solyc07g009490.3.1	101248311	EntrezGene	DEPENDENT	-	-	-
Solyc07g014580.3	Solyc07g014580.3.1	Solyc07g014580.3.1	101249469	EntrezGene	DEPENDENT	-	-	-
Solyc07g014590.3	Solyc07g014590.3.1	Solyc07g014590.3.1	101249741	EntrezGene	DEPENDENT	-	-	-
Solyc07g014670.3	Solyc07g014670.3.1	Solyc07g014670.3.1	101251394	EntrezGene	DEPENDENT	-	-	-
Solyc07g014690.3	Solyc07g014690.3.1	Solyc07g014690.3.1	101245180	EntrezGene	DEPENDENT	-	-	-
Solyc07g014730.3	Solyc07g014730.3.1	Solyc07g014730.3.1	101252788	EntrezGene	DEPENDENT	-	-	-
Solyc07g014750.1	Solyc07g014750.1.1	Solyc07g014750.1.1	109120673	EntrezGene	DEPENDENT	-	-	-
Solyc07g015800.1	Solyc07g015800.1.1	Solyc07g015800.1.1.1	101253098	EntrezGene	DEPENDENT	-	-	-
Solyc07g015860.3	Solyc07g015860.3.1	Solyc07g015860.3.1	544225	EntrezGene	DEPENDENT	-	-	-
Solyc07g015910.3	Solyc07g015910.3.1	Solyc07g015910.3.1	101247234	EntrezGene	DEPENDENT	-	-	-
Solyc07g015960.1	Solyc07g015960.1.1	Solyc07g015960.1.1.1	101248691	EntrezGene	DEPENDENT	-	-	-
Solyc07g016000.1	Solyc07g016000.1.1	Solyc07g016000.1.1.1	101249280	EntrezGene	DEPENDENT	-	-	-
Solyc07g016100.1	Solyc07g016100.1.1	Solyc07g016100.1.1.1	101251302	EntrezGene	DEPENDENT	-	-	-
Solyc07g016180.3	Solyc07g016180.3.1	Solyc07g016180.3.1	100498663	EntrezGene	DEPENDENT	-	-	-
Solyc07g016200.3	Solyc07g016200.3.1	Solyc07g016200.3.1	101256394	EntrezGene	DEPENDENT	-	-	-
Solyc07g017220.3	Solyc07g017220.3.1	Solyc07g017220.3.1	101257280	EntrezGene	DEPENDENT	-	-	-
Solyc07g017230.3	Solyc07g017230.3.1	Solyc07g017230.3.1	544020	EntrezGene	DEPENDENT	-	-	-
Solyc07g017400.3	Solyc07g017400.3.1	Solyc07g017400.3.1	101258384	EntrezGene	DEPENDENT	-	-	-
Solyc07g017410.3	Solyc07g017410.3.1	Solyc07g017410.3.1	101258871	EntrezGene	DEPENDENT	-	-	-
Solyc07g017430.3	Solyc07g017430.3.1	Solyc07g017430.3.1	101259347	EntrezGene	DEPENDENT	-	-	-
Solyc07g017490.3	Solyc07g017490.3.1	Solyc07g017490.3.1	101259647	EntrezGene	DEPENDENT	-	-	-
Solyc07g017500.3	Solyc07g017500.3.1	Solyc07g017500.3.1	101259950	EntrezGene	DEPENDENT	-	-	-
Solyc07g017510.3	Solyc07g017510.3.1	Solyc07g017510.3.1	101260244	EntrezGene	DEPENDENT	-	-	-
Solyc07g017610.3	Solyc07g017610.3.1	Solyc07g017610.3.1	101261722	EntrezGene	DEPENDENT	-	-	-
Solyc07g017730.3	Solyc07g017730.3.1	Solyc07g017730.3.1	101262631	EntrezGene	DEPENDENT	-	-	-
Solyc07g017760.1	Solyc07g017760.1.1	Solyc07g017760.1.1.1	101263225	EntrezGene	DEPENDENT	-	-	-
Solyc07g017770.3	Solyc07g017770.3.1	Solyc07g017770.3.1	101263529	EntrezGene	DEPENDENT	-	-	-
Solyc07g017800.3	Solyc07g017800.3.1	Solyc07g017800.3.1	101264135	EntrezGene	DEPENDENT	-	-	-
Solyc07g017860.3	Solyc07g017860.3.1	Solyc07g017860.3.1	101264442	EntrezGene	DEPENDENT	-	-	-
Solyc07g017940.1	Solyc07g017940.1.1	Solyc07g017940.1.1.1	101265348	EntrezGene	DEPENDENT	-	-	-
Solyc07g017950.3	Solyc07g017950.3.1	Solyc07g017950.3.1	101257875	EntrezGene	DEPENDENT	-	-	-
Solyc07g017980.1	Solyc07g017980.1.1	Solyc07g017980.1.1.1	101266136	EntrezGene	DEPENDENT	-	-	-
Solyc07g018010.3	Solyc07g018010.3.1	Solyc07g018010.3.1	101266736	EntrezGene	DEPENDENT	-	-	-
Solyc07g018070.3	Solyc07g018070.3.1	Solyc07g018070.3.1	101267323	EntrezGene	DEPENDENT	-	-	-
Solyc07g018140.3	Solyc07g018140.3.1	Solyc07g018140.3.1	101267907	EntrezGene	DEPENDENT	-	-	-
Solyc07g018210.3	Solyc07g018210.3.1	Solyc07g018210.3.1	101268483	EntrezGene	DEPENDENT	-	-	-
Solyc07g018220.3	Solyc07g018220.3.1	Solyc07g018220.3.1	101268773	EntrezGene	DEPENDENT	-	-	-
Solyc07g018240.1	Solyc07g018240.1.1	Solyc07g018240.1.1.1	101244092	EntrezGene	DEPENDENT	-	-	-
Solyc07g018270.3	Solyc07g018270.3.1	Solyc07g018270.3.1	101055574	EntrezGene	DEPENDENT	-	-	-
Solyc07g018300.3	Solyc07g018300.3.1	Solyc07g018300.3.1	101244966	EntrezGene	DEPENDENT	-	-	-
Solyc07g018360.3	Solyc07g018360.3.1	Solyc07g018360.3.1	101245558	EntrezGene	DEPENDENT	-	-	-
Solyc07g019440.3	Solyc07g019440.3.1	Solyc07g019440.3.1	544033	EntrezGene	DEPENDENT	-	-	-
Solyc07g019450.3	Solyc07g019450.3.1	Solyc07g019450.3.1	101055554	EntrezGene	DEPENDENT	-	-	-
Solyc07g019460.3	Solyc07g019460.3.1	Solyc07g019460.3.1	101247036	EntrezGene	DEPENDENT	-	-	-
Solyc07g019530.3	Solyc07g019530.3.1	Solyc07g019530.3.1	101247629	EntrezGene	DEPENDENT	-	-	-
Solyc07g020710.3	Solyc07g020710.3.1	Solyc07g020710.3.1	101249098	EntrezGene	DEPENDENT	-	-	-
Solyc07g020800.3	Solyc07g020800.3.1	Solyc07g020800.3.1	101250317	EntrezGene	DEPENDENT	-	-	-
Solyc07g020860.3	Solyc07g020860.3.1	Solyc07g020860.3.1	606303	EntrezGene	DEPENDENT	-	-	-
Solyc07g020960.3	Solyc07g020960.3.1	Solyc07g020960.3.1	101251487	EntrezGene	DEPENDENT	-	-	-
Solyc07g021540.3	Solyc07g021540.3.1	Solyc07g021540.3.1	101253700	EntrezGene	DEPENDENT	-	-	-
Solyc07g021550.3	Solyc07g021550.3.1	Solyc07g021550.3.1	101254007	EntrezGene	DEPENDENT	-	-	-
Solyc07g021620.1	Solyc07g021620.1.1	Solyc07g021620.1.1.1	101254312	EntrezGene	DEPENDENT	-	-	-
Solyc07g021630.3	Solyc07g021630.3.1	Solyc07g021630.3.1	101254608	EntrezGene	DEPENDENT	-	-	-
Solyc07g021700.3	Solyc07g021700.3.1	Solyc07g021700.3.1	101255415	EntrezGene	DEPENDENT	-	-	-
Solyc07g021750.1	Solyc07g021750.1.1	Solyc07g021750.1.1.1	101255711	EntrezGene	DEPENDENT	-	-	-
Solyc07g022830.3	Solyc07g022830.3.1	Solyc07g022830.3.1	101268485	EntrezGene	DEPENDENT	-	-	-
Solyc07g022840.1	Solyc07g022840.1.1	Solyc07g022840.1.1	101243801	EntrezGene	DEPENDENT	-	-	-
Solyc07g022920.3	Solyc07g022920.3.1	Solyc07g022920.3.1	101257977	EntrezGene	DEPENDENT	-	-	-
Solyc07g024000.3	Solyc07g024000.3.1	Solyc07g024000.3.1	101258872	EntrezGene	DEPENDENT	-	-	-
Solyc07g024030.3	Solyc07g024030.3.1	Solyc07g024030.3.1	101248215	EntrezGene	DEPENDENT	-	-	-
Solyc07g025140.3	Solyc07g025140.3.1	Solyc07g025140.3.1	101260153	EntrezGene	DEPENDENT	-	-	-
Solyc07g025230.2	Solyc07g025230.2.1	Solyc07g025230.2.1.1	101261632	EntrezGene	DEPENDENT	-	-	-
Solyc07g025250.2	Solyc07g025250.2.1	Solyc07g025250.2.1.1	101252003	EntrezGene	DEPENDENT	-	-	-
Solyc07g025380.3	Solyc07g025380.3.1	Solyc07g025380.3.1	101262432	EntrezGene	DEPENDENT	-	-	-
Solyc07g025510.3	Solyc07g025510.3.1	Solyc07g025510.3.1	101264443	EntrezGene	DEPENDENT	-	-	-
Solyc07g026650.3	Solyc07g026650.3.1	Solyc07g026650.3.1	543800	EntrezGene	DEPENDENT	-	-	-
Solyc07g026810.3	Solyc07g026810.3.1	Solyc07g026810.3.1	101266839	EntrezGene	DEPENDENT	-	-	-
Solyc07g026900.1	Solyc07g026900.1.1	Solyc07g026900.1.1	101267421	EntrezGene	DEPENDENT	-	-	-
Solyc07g032080.3	Solyc07g032080.3.1	Solyc07g032080.3.1	101245671	EntrezGene	DEPENDENT	-	-	-
Solyc07g032090.3	Solyc07g032090.3.1	Solyc07g032090.3.1	101263130	EntrezGene	DEPENDENT	-	-	-
Solyc07g032100.3	Solyc07g032100.3.1	Solyc07g032100.3.1	101264027	EntrezGene	DEPENDENT	-	-	-
Solyc07g032110.3	Solyc07g032110.3.1	Solyc07g032110.3.1	101264340	EntrezGene	DEPENDENT	-	-	-
Solyc07g032240.3	Solyc07g032240.3.1	Solyc07g032240.3.1	101265938	EntrezGene	DEPENDENT	-	-	-
Solyc07g032480.3	Solyc07g032480.3.1	Solyc07g032480.3.1	101250904	EntrezGene	DEPENDENT	-	-	-
Solyc07g032490.3	Solyc07g032490.3.1	Solyc07g032490.3.1	101268119	EntrezGene	DEPENDENT	-	-	-
Solyc07g032510.3	Solyc07g032510.3.1	Solyc07g032510.3.1	101268409	EntrezGene	DEPENDENT	-	-	-
Solyc07g038100.3	Solyc07g038100.3.1	Solyc07g038100.3.1	101246446	EntrezGene	DEPENDENT	-	-	-
Solyc07g038190.3	Solyc07g038190.3.1	Solyc07g038190.3.1	101246156	EntrezGene	DEPENDENT	-	-	-
Solyc07g039310.1	Solyc07g039310.1.1	Solyc07g039310.1.1.1	101244015	EntrezGene	DEPENDENT	-	-	-
Solyc07g039380.3	Solyc07g039380.3.1	Solyc07g039380.3.1	101244302	EntrezGene	DEPENDENT	-	-	-
Solyc07g039450.3	Solyc07g039450.3.1	Solyc07g039450.3.1	101268202	EntrezGene	DEPENDENT	-	-	-
Solyc07g040680.3	Solyc07g040680.3.1	Solyc07g040680.3.1	101266046	EntrezGene	DEPENDENT	-	-	-
Solyc07g040690.3	Solyc07g040690.3.1	Solyc07g040690.3.1	543939	EntrezGene	DEPENDENT	-	-	-
Solyc07g040710.3	Solyc07g040710.3.1	Solyc07g040710.3.1	101265748	EntrezGene	DEPENDENT	-	-	-
Solyc07g040720.3	Solyc07g040720.3.1	Solyc07g040720.3.1	101265454	EntrezGene	DEPENDENT	-	-	-
Solyc07g040730.1	Solyc07g040730.1.1	Solyc07g040730.1.1.1	101265147	EntrezGene	DEPENDENT	-	-	-
Solyc07g040740.3	Solyc07g040740.3.1	Solyc07g040740.3.1	101264840	EntrezGene	DEPENDENT	-	-	-
Solyc07g040750.2	Solyc07g040750.2.1	Solyc07g040750.2.1	104648456	EntrezGene	DEPENDENT	-	-	-
Solyc07g040890.1	Solyc07g040890.1.1	Solyc07g040890.1.1.1	101251700	EntrezGene	DEPENDENT	-	-	-
Solyc07g040940.3	Solyc07g040940.3.1	Solyc07g040940.3.1	101263332	EntrezGene	DEPENDENT	-	-	-
Solyc07g040960.1	Solyc07g040960.1.1	Solyc07g040960.1.1.1	100301928	EntrezGene	DEPENDENT	-	-	-
Solyc07g040980.3	Solyc07g040980.3.1	Solyc07g040980.3.1	101262536	EntrezGene	DEPENDENT	-	-	-
Solyc07g041010.3	Solyc07g041010.3.1	Solyc07g041010.3.1	101261044	EntrezGene	DEPENDENT	-	-	-
Solyc07g041020.3	Solyc07g041020.3.1	Solyc07g041020.3.1	101260741	EntrezGene	DEPENDENT	-	-	-
Solyc07g041080.3	Solyc07g041080.3.1	Solyc07g041080.3.1	101260155	EntrezGene	DEPENDENT	-	-	-
Solyc07g041160.3	Solyc07g041160.3.1	Solyc07g041160.3.1	101259556	EntrezGene	DEPENDENT	-	-	-
Solyc07g041190.3	Solyc07g041190.3.1	Solyc07g041190.3.1	101259267	EntrezGene	DEPENDENT	-	-	-
Solyc07g041200.3	Solyc07g041200.3.1	Solyc07g041200.3.1	101258973	EntrezGene	DEPENDENT	-	-	-
Solyc07g041230.3	Solyc07g041230.3.1	Solyc07g041230.3.1	101249105	EntrezGene	DEPENDENT	-	-	-
Solyc07g041280.3	Solyc07g041280.3.1	Solyc07g041280.3.1	101257877	EntrezGene	DEPENDENT	-	-	-
Solyc07g041300.2	Solyc07g041300.2.1	Solyc07g041300.2.1	101247938	EntrezGene	DEPENDENT	-	-	-
Solyc07g041310.3	Solyc07g041310.3.1	Solyc07g041310.3.1	101257282	EntrezGene	DEPENDENT	-	-	-
Solyc07g041340.2	Solyc07g041340.2.1	Solyc07g041340.2.1.1	101256688	EntrezGene	DEPENDENT	-	-	-
Solyc07g041500.3	Solyc07g041500.3.1	Solyc07g041500.3.1	101256104	EntrezGene	DEPENDENT	-	-	-
Solyc07g041720.1	Solyc07g041720.1.1	Solyc07g041720.1.1.1	101254918	EntrezGene	DEPENDENT	-	-	-
Solyc07g041735.1	Solyc07g041735.1.1	Solyc07g041735.1.1	101254611	EntrezGene	DEPENDENT	-	-	-
Solyc07g041750.3	Solyc07g041750.3.1	Solyc07g041750.3.1	101254314	EntrezGene	DEPENDENT	-	-	-
Solyc07g041770.1	Solyc07g041770.1.1	Solyc07g041770.1.1.1	101254009	EntrezGene	DEPENDENT	-	-	-
Solyc07g041780.3	Solyc07g041780.3.1	Solyc07g041780.3.1	101253605	EntrezGene	DEPENDENT	-	-	-
Solyc07g041830.3	Solyc07g041830.3.1	Solyc07g041830.3.1	101253102	EntrezGene	DEPENDENT	-	-	-
Solyc07g041870.3	Solyc07g041870.3.1	Solyc07g041870.3.1	101252792	EntrezGene	DEPENDENT	-	-	-
Solyc07g041930.3	Solyc07g041930.3.1	Solyc07g041930.3.1	101251903	EntrezGene	DEPENDENT	-	-	-
Solyc07g041940.3	Solyc07g041940.3.1	Solyc07g041940.3.1	101251600	EntrezGene	DEPENDENT	-	-	-
Solyc07g041980.3	Solyc07g041980.3.1	Solyc07g041980.3.1	101251007	EntrezGene	DEPENDENT	-	-	-
Solyc07g042020.3	Solyc07g042020.3.1	Solyc07g042020.3.1	101250134	EntrezGene	DEPENDENT	-	-	-
Solyc07g042030.2	Solyc07g042030.2.1	Solyc07g042030.2.1.1	101264345	EntrezGene	DEPENDENT	-	-	-
Solyc07g042100.3	Solyc07g042100.3.1	Solyc07g042100.3.1	101261934	EntrezGene	DEPENDENT	-	-	-
Solyc07g042150.3	Solyc07g042150.3.1	Solyc07g042150.3.1	101248498	EntrezGene	DEPENDENT	-	-	-
Solyc07g042160.3	Solyc07g042160.3.1	Solyc07g042160.3.1	101248218	EntrezGene	DEPENDENT	-	-	-
Solyc07g042170.3	Solyc07g042170.3.1	Solyc07g042170.3.1	101247936	EntrezGene	DEPENDENT	-	-	-
Solyc07g042190.3	Solyc07g042190.3.1	Solyc07g042190.3.1	101247342	EntrezGene	DEPENDENT	-	-	-
Solyc07g042220.2	Solyc07g042220.2.1	Solyc07g042220.2.1	101260450	EntrezGene	DEPENDENT	-	-	-
Solyc07g042230.1	Solyc07g042230.1.1	Solyc07g042230.1.1.1	101246841	EntrezGene	DEPENDENT	-	-	-
Solyc07g042250.3	Solyc07g042250.3.1	Solyc07g042250.3.1	543643	EntrezGene	DEPENDENT	-	-	-
Solyc07g042300.1	Solyc07g042300.1.1	Solyc07g042300.1.1.1	101245673	EntrezGene	DEPENDENT	-	-	-
Solyc07g042430.1	Solyc07g042430.1.1	Solyc07g042430.1.1	101258974	EntrezGene	DEPENDENT	-	-	-
Solyc07g042440.3	Solyc07g042440.3.1	Solyc07g042440.3.1	101243905	EntrezGene	DEPENDENT	-	-	-
Solyc07g042450.3	Solyc07g042450.3.1	Solyc07g042450.3.1	101268884	EntrezGene	DEPENDENT	-	-	-
Solyc07g042490.1	Solyc07g042490.1.1	Solyc07g042490.1.1.1	101268293	EntrezGene	DEPENDENT	-	-	-
Solyc07g042510.3	Solyc07g042510.3.1	Solyc07g042510.3.1	101268009	EntrezGene	DEPENDENT	-	-	-
Solyc07g042550.3	Solyc07g042550.3.1	Solyc07g042550.3.1	543731	EntrezGene	DEPENDENT	-	-	-
Solyc07g042570.3	Solyc07g042570.3.1	Solyc07g042570.3.1	101266955	EntrezGene	DEPENDENT	-	-	-
Solyc07g042580.3	Solyc07g042580.3.1	Solyc07g042580.3.1	101256016	EntrezGene	DEPENDENT	-	-	-
Solyc07g042630.3	Solyc07g042630.3.1	Solyc07g042630.3.1	101265842	EntrezGene	DEPENDENT	-	-	-
Solyc07g042680.3	Solyc07g042680.3.1	Solyc07g042680.3.1	101265560	EntrezGene	DEPENDENT	-	-	-
Solyc07g042700.3	Solyc07g042700.3.1	Solyc07g042700.3.1	101264949	EntrezGene	DEPENDENT	-	-	-
Solyc07g042760.1	Solyc07g042760.1.1	Solyc07g042760.1.1.1	101253005	EntrezGene	DEPENDENT	-	-	-
Solyc07g042840.1	Solyc07g042840.1.1	Solyc07g042840.1.1.1	101263433	EntrezGene	DEPENDENT	-	-	-
Solyc07g042880.1	Solyc07g042880.1.1	Solyc07g042880.1.1	101252702	EntrezGene	DEPENDENT	-	-	-
Solyc07g042890.3	Solyc07g042890.3.1	Solyc07g042890.3.1	101262634	EntrezGene	DEPENDENT	-	-	-
Solyc07g042930.3	Solyc07g042930.3.1	Solyc07g042930.3.1	101261726	EntrezGene	DEPENDENT	-	-	-
Solyc07g043050.1	Solyc07g043050.1.1	Solyc07g043050.1.1.1	101260064	EntrezGene	DEPENDENT	-	-	-
Solyc07g043060.1	Solyc07g043060.1.1	Solyc07g043060.1.1.1	101251794	EntrezGene	DEPENDENT	-	-	-
Solyc07g043070.3	Solyc07g043070.3.1	Solyc07g043070.3.1	101259763	EntrezGene	DEPENDENT	-	-	-
Solyc07g043100.1	Solyc07g043100.1.1	Solyc07g043100.1.1.1	101251201	EntrezGene	DEPENDENT	-	-	-
Solyc07g043130.3	Solyc07g043130.3.1	Solyc07g043130.3.1	101259171	EntrezGene	DEPENDENT	-	-	-
Solyc07g043150.1	Solyc07g043150.1.1	Solyc07g043150.1.1.1	101258876	EntrezGene	DEPENDENT	-	-	-
Solyc07g043200.2	Solyc07g043200.2.1	Solyc07g043200.2.1	101248893	EntrezGene	DEPENDENT	-	-	-
Solyc07g043230.3	Solyc07g043230.3.1	Solyc07g043230.3.1	101257981	EntrezGene	DEPENDENT	-	-	-
Solyc07g043240.3	Solyc07g043240.3.1	Solyc07g043240.3.1	101257682	EntrezGene	DEPENDENT	-	-	-
Solyc07g043260.3	Solyc07g043260.3.1	Solyc07g043260.3.1	101257387	EntrezGene	DEPENDENT	-	-	-
Solyc07g043270.3	Solyc07g043270.3.1	Solyc07g043270.3.1	101256896	EntrezGene	DEPENDENT	-	-	-
Solyc07g043310.3	Solyc07g043310.3.1	Solyc07g043310.3.1	543873	EntrezGene	DEPENDENT	-	-	-
Solyc07g043320.3	Solyc07g043320.3.1	Solyc07g043320.3.1	101256605	EntrezGene	DEPENDENT	-	-	-
Solyc07g043360.1	Solyc07g043360.1.1	Solyc07g043360.1.1.1	101255809	EntrezGene	DEPENDENT	-	-	-
Solyc07g043410.1	Solyc07g043410.1.1	Solyc07g043410.1.1.1	100736529	EntrezGene	DEPENDENT	-	-	-
Solyc07g043420.3	Solyc07g043420.3.1	Solyc07g043420.3.1	544002	EntrezGene	DEPENDENT	-	-	-
Solyc07g043460.3	Solyc07g043460.3.1	Solyc07g043460.3.1	101255011	EntrezGene	DEPENDENT	-	-	-
Solyc07g043480.1	Solyc07g043480.1.1	Solyc07g043480.1.1.1	101254402	EntrezGene	DEPENDENT	-	-	-
Solyc07g043490.1	Solyc07g043490.1.1	Solyc07g043490.1.1.1	100736528	EntrezGene	DEPENDENT	-	-	-
Solyc07g043500.1	Solyc07g043500.1.1	Solyc07g043500.1.1.1	101254109	EntrezGene	DEPENDENT	-	-	-
Solyc07g043590.3	Solyc07g043590.3.1	Solyc07g043590.3.1	101252005	EntrezGene	DEPENDENT	-	-	-
Solyc07g043630.2	Solyc07g043630.2.1	Solyc07g043630.2.1	101251398	EntrezGene	DEPENDENT	-	-	-
Solyc07g043640.3	Solyc07g043640.3.1	Solyc07g043640.3.1	101251107	EntrezGene	DEPENDENT	-	-	-
Solyc07g043660.3	Solyc07g043660.3.1	Solyc07g043660.3.1	101250819	EntrezGene	DEPENDENT	-	-	-
Solyc07g043670.1	Solyc07g043670.1.1	Solyc07g043670.1.1.1	101246842	EntrezGene	DEPENDENT	-	-	-
Solyc07g043680.3	Solyc07g043680.3.1	Solyc07g043680.3.1	101250233	EntrezGene	DEPENDENT	-	-	-
Solyc07g043710.3	Solyc07g043710.3.1	Solyc07g043710.3.1	101245379	EntrezGene	DEPENDENT	-	-	-
Solyc07g044710.2	Solyc07g044710.2.1	Solyc07g044710.2.1	101250524	EntrezGene	DEPENDENT	-	-	-
Solyc07g044750.3	Solyc07g044750.3.1	Solyc07g044750.3.1	101249937	EntrezGene	DEPENDENT	-	-	-
Solyc07g044760.3	Solyc07g044760.3.1	Solyc07g044760.3.1	101249660	EntrezGene	DEPENDENT	-	-	-
Solyc07g044780.3	Solyc07g044780.3.1	Solyc07g044780.3.1	101249383	EntrezGene	DEPENDENT	-	-	-
Solyc07g044830.3	Solyc07g044830.3.1	Solyc07g044830.3.1	101248794	EntrezGene	DEPENDENT	-	-	-
Solyc07g044840.3	Solyc07g044840.3.1	Solyc07g044840.3.1	101248497	EntrezGene	DEPENDENT	-	-	-
Solyc07g044850.3	Solyc07g044850.3.1	Solyc07g044850.3.1	101248217	EntrezGene	DEPENDENT	-	-	-
Solyc07g044860.3	Solyc07g044860.3.1	Solyc07g044860.3.1	544077	EntrezGene	DEPENDENT	-	-	-
Solyc07g044920.1	Solyc07g044920.1.1	Solyc07g044920.1.1.1	104648487	EntrezGene	DEPENDENT	-	-	-
Solyc07g044930.3	Solyc07g044930.3.1	Solyc07g044930.3.1	101247633	EntrezGene	DEPENDENT	-	-	-
